"","V","I"
"3634",39.233,1.01
"3635",39.23,0.995
"3636",39.249,0.986
"3637",39.255,0.963
"3638",39.259,0.948
"3639",39.266,0.943
"3640",39.271,0.916
"3641",39.277,0.903
"3642",39.28,0.894
"3643",39.288,0.873
"3644",39.3,0.858
"3645",39.3,0.843
"3646",39.315,0.833
"3647",39.318,0.813
"3648",39.321,0.797
"3649",39.344,0.788
"3650",39.338,0.764
"3651",39.341,0.752
"3652",39.355,0.745
"3653",39.362,0.718
"3654",39.363,0.706
"3655",39.367,0.693
"3656",39.383,0.679
"3657",39.39,0.662
"3658",39.384,0.646
"3659",39.409,0.638
"3660",39.411,0.615
"3661",39.412,0.602
"3662",39.427,0.595
"3663",39.425,0.57
"3664",39.436,0.558
"3665",39.435,0.55
"3666",39.442,0.528
"3667",39.454,0.515
"3668",39.452,0.501
"3669",39.468,0.492
"3670",39.477,0.474
"3671",39.47,0.458
"3672",39.496,0.452
"3673",39.491,0.429
"3674",39.495,0.418
"3675",39.508,0.412
"3676",39.502,0.388
"3677",39.516,0.378
"3678",39.52,0.369
"3679",39.529,0.355
"3680",39.538,0.341
"3681",39.539,0.328
"3682",39.563,0.322
"3683",39.561,0.303
"3684",39.555,0.292
"3685",39.578,0.289
"3686",39.572,0.266
"3687",39.576,0.259
"3688",39.582,0.256
"3689",39.585,0.237
"3690",39.595,0.228
"3691",39.594,0.22
"3692",39.605,0.214
"3693",39.617,0.201
"3694",39.606,0.19
"3695",39.62,0.188
"3696",39.619,0.173
"3697",39.615,0.166
